x; ; ; ; ; ; ; ; ; ; ; ;*; ; ;x;x;;; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ;;x;x; ;*; ; ; ; ; ; ; ; ; ; ; ; ;x
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x
x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x
 ; ; ; ; ; ; ; ; ; ;; ; ; ; ;x;x; ; ; ; ; ; ; ; ;;;;;;;;; ; ; ; ; ; ;x;x; ; ; ; ;; ; ; ; ; ; ; ; ; ; 
 ; ; ; ; ; ; ; ; ; ;; ;*; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ;*; ; ;;;;;; ; ; ; ; ; 
 ; ; ; ; ; ; ; ; ; ;; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;; ; ; ; ; ; ; ; ; ; 
 ; ; ; ; ; ; ; ; ; ;; ;*; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ;*; ; ;; ; ; ; ; ; ; ; ; ; 
x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;-;-;-;-;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x
x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-;; ; ;b;;;;;;p; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
 ; ; ; ; ;*;; ;*; ;*; ;*; ; ; ; ; ; ; ; ;-; ;i; ; ; ; ; ; ;c; ; ; ;-; ; ; ; ; ; ; ;*; ; ;*; ; ;;*;; ; ; ; ; 
 ; ; ; ; ; ;; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ; ;; ;; ; ; ; ; 
 ; ; ; ; ;*;; ; ; ; ; ;*; ; ; ; ; ; ; ; ;-;;;;;;;;;;;; ;-; ; ; ; ; ; ; ;*; ; ; ; ; ;;*;; ; ; ; ; 
x;x;x;x;;;;;x;x;x; ; ; ; ;x;x; ; ; ; ;x; ; ; ; ; ; ; ; ; ; ; ; ;x; ; ; ; ;x;x; ; ; ; ;x;x;x;;;;;x;x;x;x
x;x;x;x;;*;;;x;x;x; ;*; ; ;x;x; ; ; ; ;x;x;x;x;x;-;-;-;-;x;x;x;x;x; ; ; ; ;x;x; ;*; ; ;x;x;x;;*;;;x;x;x;x
x;x;x;x;;;;;x;x;x; ; ; ; ;x;x; ; ; ; ;; ; ; ; ; ; ; ; ; ; ;; ; ; ; ; ; ;x;x; ; ; ; ;x;x;x;;;;;x;x;x;x
x;x;x;x;;*;;;x;x;x; ;*; ; ;x;x; ; ;;;;;;;;;;;;;;; ; ; ; ; ; ;x;x; ;*; ; ;x;x;x;;*;;;x;x;x;x
x;x;x;x;;;;;x;x;x; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ;x;x;x;;;;;x;x;x;x
x;x;x;x;;*;;;x;x;x; ;*; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ;*; ; ;x;x;x;;*;;;x;x;x;x
x;x;x;x;;;;;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;;;;;x;x;x;x
x;x;x;x;;*;;;x;x;x; ;*; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ;*; ; ;x;x;x;;*;;;x;x;x;x
x; ; ; ;;;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;; ;; ; ; ; ;x
x; ;*; ;*;*;; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ; ;;;;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;;*;; ;*; ; ;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;;;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x; ;*; ; ; ; ; ; ; ; ; ;*; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;; ;*; ; ; ; ; ; ; ; ; ;*; ; ;x
x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x;x;x;x;x; ; ; ; ;x
x; ;*; ; ;x;x;x;x;x;x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x;x;x;x;x;x; ;*; ; ;x
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;P; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x
x; ;o; ;*; ;*; ; ;x;x; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ; ; ; ; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ; ;x;x; ;*; ;*; ;o; ; ;x
x; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ;x
x; ; ; ; ; ;*; ; ;x;x; ;*; ; ; ; ; ;*; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;*; ; ; ; ; ;*; ; ;x;x; ;*; ; ; ; ; ; ;x
x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x
x;x;x;x;x; ;*; ; ;x;x; ;*; ; ;x;x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x;x; ;*; ; ;x;x; ;*; ; ;x;x;x;x;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x; ;*; ;*; ;*; ;*; ;*; ;*; ; ;x;x; ;*; ;*; ;*; ;*; ; ;x;x; ;*; ;*; ;*; ;*; ; ;x;x; ;*; ;*; ;*; ;*; ;*; ;*; ; ;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x; ;*; ; ; ; ; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ;*; ; ;x;x; ;*; ; ; ; ; ; ; ; ;x;x; ; ; ; ; ; ; ; ; ; ; ;*; ; ;x
x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x;x; ; ; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ; ; ; ;x
x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x;x; ;*; ; ;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x; ;*; ; ;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ;*; ; ;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
